name,address
Fincha Transport,Bulk cargo City: Burayu City  Kifle Ketema: Burayu  Sefer: Yetebaberut Gas Station Kebele: 01 Direction: Inside Yetebabrute Gas Station   Building:   Branch:   Flat: Phone: 251-11-2764968 Fax: 251-11-2765498
Save our Soul Infant Ethiopia,NGO City: Burayu City  Kifle Ketema: Burayu  Sefer: Beg tera Kebele: 01 Direction: Around Andenet Hotel   Building:   Branch:   Flat: Phone: 251-11-2840146 Fax: 251-11-6464723
Mohammed Byane,Oilseeds Exporter City: Burayu City  Kifle Ketema: Burayu  Sefer: Afro Flour Factory Kebele: 01 Direction: Near Afero Flour Factory   Building:   Branch:   Flat: Phone: 251-11-2841184
Welin Tola Real Estate,Real Estate City: Burayu City  Kifle Ketema: Burayu  Sefer: Ashewa meda Kebele: 01 Direction: Around Ashewa Meda   Building:   Branch:   Flat: Phone: +251-91-1203862
Sarem Food Complex,Food Complex Working Hour: from 8.30 am - 11.30pm  City: Burayu City  Kifle Ketema: Burayu  Sefer: Sega bet Kebele: 01 Direction: Around Sega bet 100m   Building:   Branch:   Flat: Phone: +251-11-2841920
Oromia Micro Finance Enterprise,Loan and Saving Service City: Burayu City  Kifle Ketema: Burayu  Sefer: Sega bet Kebele: 01 Direction: Around Commercial Bank   Building:   Branch:   Flat: Phone: +251-11-2844226
Yhaenu P.L.C,Oil Seeds Exporter City: Burayu City  Kifle Ketema: Burayu  Sefer: Keta Kebele: 01 Direction: Around Alemu Hotel   Building:   Branch:   Flat: Phone: +251-11-2842344   +251-91-0959971
With Doom School,Praimary School City: Burayu City  Kifle Ketema: Burayu  Sefer: Keta Kebele: 01 Direction: Around Kebele   Building:   Branch:   Flat: Phone: +251-11-2840437
Berta Bright Vission for Generation,NGO City: Burayu City  Kifle Ketema: Burayu  Sefer: Keta Kebele: 01 Direction: Around Alemu Hotel   Building:   Branch:   Flat: Phone: +251-91-1774364
Taddess Aduga General Contractor,Building Construction and water Work City: Burayu City  Kifle Ketema: Burayu  Sefer: Keta Kebele: 01 Direction: Around Demitu Cafe   Building:   Branch:   Flat: Phone: +251-91-1219320
Matiket General Trade P.L.C,Fome Factory City: Burayu City  Kifle Ketema: Burayu  Sefer: Keta Kebele: 01 Direction: Around Medhanealem Church   Building:   Branch:   Flat: Phone: +251-11-8962757
BMK Socks Factory,Socks Factory City: Burayu City  Kifle Ketema: Burayu  Sefer: Keta Kebele: 01 Direction: Around Asosa Hotel   Building:   Branch:   Flat: Phone: +251-91-0480269   +251-93-0896099
Action On Poverty,NGO City: Burayu City  Kifle Ketema: Burayu  Sefer: mezegaja Kebele: 01 Direction: Around Mezegaja bet   Building:   Branch:   Flat: Phone: +251-91-2078557
Booez Food Complex,Pasta and Macaroni Factory Branch: Factory   City: Burayu City  Kifle Ketema: Burayu  Sefer: mezegaja Kebele: 01 Direction: Around Burayu Mazegaja Bet   Building:   Branch:   Flat: Phone: +251-91-1210379   +251-91-1211640   +251-11-2781418   +251-11-2843750   +251-11-2781487 P.O.Box 101579 Website/Email: web:-www.Booez food complex / kebron packaging    booezfoodc@gmail.com
Eastro Import & Export P.L.C,Pharmaceutical & Cosmetics Equipment Importer City: Burayu City  Kifle Ketema: Burayu  Sefer: mezegaja Kebele: 01 Direction: Around Mezegaja   Building:   Branch:   Flat: Phone: +251-91-1184841
Gute Hotel & Recreation Center,"Bed Rooms,Yeshekla Tibse, Teje ,Traditional Coffee Ceremony ,For Wedding and Any Programs Garden and Hall Rents,Child Entertainment,Secured and Spacious Parking Space City: Burayu City  Kifle Ketema: Burayu  Sefer: kela Kebele: 01 Direction: Around Tateqe   Building:   Branch:   Flat: Phone: +251-11-8203511   +251-91-1664784   +251-91-1214540 Website/Email: gutemaguta@yahoo.com"
Gefersa Mental Health and Rehabilitation Centre,Mental Health and Rehabilitation Centre City: Burayu City  Kifle Ketema: Burayu  Sefer: kela Kebele: 01 Direction: Near Michael Church   Building:   Branch:   Flat: Phone: +251-11-2844009/11
Gemeda Jida Business Investment P.L.C,Real Estate City: Burayu City  Kifle Ketema: Burayu  Sefer: Melka Gefersa Kebele: 01 Direction: Around Ashewa Meda   Building:   Branch:   Flat: Phone: +251-91-1051383
Cmf International,Ngo City: Burayu City  Kifle Ketema: Burayu  Sefer: Tathak Kebele: 01 Direction: Around Fistula Hospital   Building:   Branch:   Flat: Phone: +251-11-2601549   +251-91-1206404
Burayu Spring Water P.l.c,Spring Water Factory City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Flamingo Kebele: 01/19 Direction: Near Adera Clinic   Building:   Branch:   Flat: Phone: 251-11-4669971   251-11-4169355   251-11-2841494   251-11-5513223   251-91-1902330 Fax: 251-11-4669970   251-11-4169946 P.O.Box 19900
Gebar Shire Hotel,"Restaurant, Bar and Bedrooms City: Shire Endaslassie City  Kifle Ketema: Shire Endaslassie   Sefer: hayelom Adebabay Kebele: 01 Direction: In front of Hayelom Adebabay   Building:   Branch:   Flat: Phone: +251-34-4413427   +251-34-4444264   +251-34-4443834 Fax: +251-34-4443834 Website/Email: www.gebarshirehotel.com"
Abinet General Trade Work P.L.C,Building Materials Importer City: Shire Endaslassie City  Kifle Ketema: Shire Endaslassie   Sefer: Kebele 04 Kebele: 01 Direction: In Front Of Dashen Bank   Building:   Branch:   Flat: Phone: +251-34-4442530
Charity Association For All Ethiopian Persons With Disabilities (CAFED),Association City: Shire Endaslassie City  Kifle Ketema: Shire Endaslassie   Sefer: Piassa Kebele: 01 Direction: Around Hayelom Araya Obelisk   Building: Ambassador Building   Branch:   Flat: Phone: +251-91-1030171    +251-91-3042800
Mohammed Bari Shire,Women's Clothes Shop City: Addis Ababa City  Kifle Ketema: Addis Ketema  Sefer: Merkato Kebele: 01/02/03 Direction: Around Merkato   Building:   Branch:   Flat: Phone: 251-91-2108480
Sululta City Administration,City Administration City: Sululta City  Kifle Ketema: Sululeta  Sefer: Selassie Church Kebele: - Direction: Around Selassie Church   Building:   Branch:   Flat: Phone: +251-11-1860350    +251-11-1860080
Eyob Endale G/Selassie,Kids Clothes Shop City: Addis Ababa City  Kifle Ketema: Addis Ketema  Sefer: Merkato Kebele: 10/11/12 Direction: Around Arategna Police Station   Building:   Branch:   Flat: Phone: 251-11-2751918   251-11-2591144   251-91-1205512 P.O.Box 20981
Shimeles W/selassie Vetrinary Shop,Vetrinary Pharmacy City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Near Axum Building   Building:   Branch:   Flat: Phone: +251-11-5531170
Emperor Haile Selassie I Memorial Association,Association City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Hayhulet Mazoria Kebele: 01 Direction: Around Women and Children Association   Building:   Branch:   Flat: Phone: +251-11-6626162
Ethiopian Orthodox Tewahido Church kideste Selassie Spritual College,Spritual College City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Arat Kilo Kebele: 17 Direction: Near Wewekema   Building:   Branch:   Flat: Phone: 251-11-1233528 Fax: 251-11-1233531
Ambo Farmers Cooperative Union,Farmers Cooperative Union City: Ambo City  Kifle Ketema: Ambo  Sefer: Ambo University Kebele: 01 Direction: Inside D/r. Bethatha Building   Building:   Branch:   Flat: Phone: +251-11-2363399
Fasika Clinic,General Medical City: Ambo City  Kifle Ketema: Ambo  Sefer: Ambo Hospital Kebele: 01 Direction: Around Ambo Hospital   Building:   Branch:   Flat: Phone: 251-11-2363947
Ambo University,University City: Ambo City  Kifle Ketema: Ambo  Sefer: Kebron Hotel Kebele: 01 Direction: In front of Kebron Hotel   Building:   Branch:   Flat: Phone: +251-11-2363164   +251-11-2362083   +251-11-2363155 Fax: 251-11-2362237
Ambo Ethiopia Hotel,"Restaurant and Bar, Bedrooms and Internet Service, Swimming City: Ambo City  Kifle Ketema: Ambo  Sefer: Ethiopia Hotel Kebele: 01 Direction: From Menaharia 50M   Building:   Branch:   Flat: Phone: +251-11-2362002/07"
Ambo Woodwork Saw mills Factory,Woodwork Saw mills Factory City: Ambo City  Kifle Ketema: Ambo  Sefer: Zone fired bet Kebele: 01 Direction: Around Zone Fired bet   Building:   Branch:   Flat: Phone: 251-11-2362244
Ambo Women Affairs Office Town,Women Affairs Office City: Ambo City  Kifle Ketema: Ambo  Sefer: Awera Godana Kebele: 01 Direction: Around kefetegen Fired Bet   Building:   Branch:   Flat: Phone: +251-11-2363939
Dembel Clinic,General Medical City: Ambo City  Kifle Ketema: Ambo  Sefer: Kidane mehiret Church Kebele: 01 Direction: Around kidan Mehiret Church   Building:   Branch:   Flat: Phone: 251-11-2362600
Abebech Metaferia Hotel,"Restaurant, Bar, Bedrooms and Hall rental City: Ambo City  Kifle Ketema: Ambo  Sefer: Oilbya Gas Station Kebele: 02 Direction: Near oilbya Gas Station   Building:   Branch:   Flat: Phone: +251-91-1350007   +251-91-1220384"
Ambo Mineral Water Factory,Ambo Mineral Water Factory City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Jemo Kebele: 01 Direction: Around Yetebaberut Gas Station   Building:   Branch:   Flat: Phone: +251-11-4713199 Fax: +251-11-4713225
Ambo P.l.c,"Industrial Machinery, Technical Service City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Gotera Kebele: 10 Direction: In front of Pepsi   Building:   Branch:   Flat: Phone: +251-11-4707284   +251-11-4707324/11/15 P.O.Box 3315 Website/Email: bulala@ethionet.et"
Shirka Development Association,Association City: Arsi Negel City  Kifle Ketema: Arsi Negele  Sefer: Mazegaja bet Kebele: 01 Direction: Inside Civil Service office   Building:   Branch:   Flat: Phone: +251-22-4460042
Tesfa Lads Charitable Association,NGO City: Arsi Negel City  Kifle Ketema: Arsi Negele  Sefer: Sagure Kebele: 01 Direction: Around Education Office   Building:   Branch:   Flat: Phone: +251-91-2258071
New vission for Development Association,NGO City: Arsi Robe City  Kifle Ketema: Arsi Robe  Sefer: Tele Kebele: 02 Direction: Inside Srana Serategne mahber Guday   Building:   Branch:   Flat: Phone: +251-92-1003913
Beoromia Kelel Guji Zon Borena Burka Jregne Bego Adragot Mahber,NGO City: Negele Borena City  Kifle Ketema: Negele Borena  Sefer: Liben Medebr Kebele: 01 Direction: In front of Tele   Building:   Branch:   Flat: Phone: +251- 91-6326962
Village of Hope,NGO City: Negele Borena City  Kifle Ketema: Negele Borena  Sefer: Kersa Wereda Kebele: 01 Direction: Around kersa wereda   Building:   Branch:   Flat: Phone: +251-92-6373837   +251-92-8808102
Arsi University,University City: Assela City  Kifle Ketema: Assela  Sefer: Kebele 12 Kebele: - Direction: Around Tirunesh Stadium   Building:   Branch:   Flat: Phone: +251-22-2380252
Arsi Agricultural Mechanization Service,"Wheat, Maize and Floriculture City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Kadisco Kebele: 12/13 Direction: In front of Telcommunication   Building:   Branch:   Flat: Phone: +251-11-4404717   +251-91-1405340   +251-91-1216667   +251-91-1221151 Fax: +251-11-4404716"
Axum University,University City: Axum City  Kifle Ketema: Axum  Sefer: Air lines Thicket Office Kebele: 01 Direction: To Shre Road   Building:   Branch:   Flat: Phone: 251-34-7753645   251-34-7753169   251-34-7753344 Fax: 251-34-7751931
Hotel Delina,Hotel City: Axum City  Kifle Ketema: Axum  Sefer: Tele Kebele: 01 Direction: Next To The Big Tele   Building:   Branch:   Flat: Phone: +251-34-7750032
Consular Hotel,"Restaurant, Bar, Bedrooms City: Axum City  Kifle Ketema: Axum  Sefer: Kidus Gebrel Clinic Kebele: 04 Direction: In fornt of Kidus gebrel Clinic   Building:   Branch:   Flat: Phone: +251-34-7755306   +251-34-8750210 Fax: +251-34-7754960"
Roman Heyduk and Families Consultancy,Consultancy Service City: Axum City  Kifle Ketema: Axum  Sefer: Menahria Kebele: 02 Direction: Around Condominium Homes   Building:   Branch:   Flat: Phone: +251-91-3440123
Tsehaye Kidane General Construction,General Water Work and Building Construction City: Axum City  Kifle Ketema: Axum  Sefer: Menahria Kebele: 04 Direction: Around Hamed Sefer   Building:   Branch:   Flat: Phone: +251-91-4744081
Rezima Hotel,Hotel City: Axum City  Kifle Ketema: Axum  Sefer: Menahria Kebele: 02 Direction: Around Menahariya Next To Africa Hotel   Building:   Branch:   Flat: Phone: +251-92-0435127
Yared Zema International Hotel,"Restaurant, Bar, Bedrooms City: Axum City  Kifle Ketema: Axum  Sefer: Tabia Hayelom Kebele: - Direction: Infront of Romhi Hotel   Building:   Branch:   Flat: Phone: +251-34-7754982   +251-34-7754817"
Remhai Hotel,Hotel City: Axum City  Kifle Ketema: Axum  Sefer: Tabia Hayelom Kebele: - Direction: In Front of Yared Zema International Hotel   Building:   Branch:   Flat: Phone: +251-34-7751501
Omega Health College,Degree & Diploma Courses on -Clinical Nursing -Pharmacy Technician -Laboratory Technician City: Axum City  Kifle Ketema: Axum  Sefer: 01 kebele Kebele: - Direction: Behind Africa Hotel   Building:   Branch:   Flat: Phone: +251-34-7754871 P.O.Box 11176
Yeha Hotel (3 Star),Hotel (3 Star) City: Axum City  Kifle Ketema: Axum  Sefer: 01 kebele Kebele: - Direction: In front of Axum hawelet   Building:   Branch:   Flat: Phone: +251-34-7752377   +251-34-7752378 Fax: +251-34-7752382
Ark Hotel,"Restaurant, Bar and Bedrooms City: Axum City  Kifle Ketema: Axum  Sefer: 01 kebele Kebele: 01 Direction: Near Africa Hotle   Building:   Branch:   Flat: Phone: +251-34-7752676"
Mana Hotel,Hotel City: Axum City  Kifle Ketema: Axum  Sefer: 01 kebele Kebele: 02 Direction: Behind Berana   Building:   Branch:   Flat: Phone: +251-91-4292798   +251-91-1201339
Chicago Hotel,Hotel City: Axum City  Kifle Ketema: Axum  Sefer: 01 kebele Kebele: 01 Direction: On The Way To University Road Next To Genet Gas Station   Building:   Branch:   Flat: Phone: +251-91-3113842
Sabean International Hotel,International Hotel City: Axum City  Kifle Ketema: Axum  Sefer: 02 kebele Kebele: - Direction: Infront of Atse Yohannes   Building:   Branch:   Flat: Phone: +251-34-7751320   +251-34-7751334
Ethiopia Enviromental,NGO City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Axum Kebele: 03/05 Direction: Behind Plaza Hotel   Building:   Branch:   Flat: Phone: 251-11-6187653
Austria Embassy Development Cooperation,NGO City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 3rd floor Phone: +251-11-5533828
Admas W/Silash Abireha,"Advertizing and Promotion City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 2nd floor no,201, 202 Phone: +251-11-8500413/98   +251-91-1235192   +251-91-0612587 P.O.Box 101764"
Country Trading,Importer and Exporter Working Hour: From 8:30am-5:30pm  City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 4th Floor Phone: +251-11-5545263
Blue Camp Promotion P.L.C.,"Printing Construction Megazine , Printing Broshers and Promotion work City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 2nd Floor No. 201 Phone: +251-11-8500498   +251-91-1235192"
Support Africa Foundation,NGO City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 3rd Floor Phone: +251-11-5544413
Beha Construction,Building Construction City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 1st Floor Phone: +251-11-5529143
Ethiopia Olympic Commttee,Olympic Comity City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: Ground Phone: +251-11-5151314
Grasel Trading P.L.C,Door Shop City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 1st Floor Phone: +251-91-1190553   +251-11-5577330
Emerald Addis Hotels P.L.C,Agricultural Work City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Urael Kebele: 01/19 Direction: Around St.Urael Church   House No.: 999999 Building: Axum Building   Branch:   Flat: 4th Floor Phone: +251-11-5544412
Axum Jewelleries,Different Type of Gold and Silver Jewelleries City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Ruwanda Kebele: 02 Direction: Near Japan Embassy   House No.: 004 Building:   Branch:   Flat: Phone: 251-11-6635977   251-91-1204744 P.O.Box 2202
Axum Tibeb,"Different Kinds of Cultural Clothes With Special Color and Design. In Fair Price When You Come to Our Shop You Can Get Well Designed Local Type Cultural Dress For Kids and Old Womens We Can Also Take Orders for Wedding,Birthday and For Special Ceremony With Ethiopian Hospitality Branch: 3  City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Atlas Kebele: 01 Direction: Infront of Desalegne Hotel   Building: Rakane Commerical Center   Branch:   Flat: Phone: +251-91-1237294   +251-91-1773255   +251-92-0725654   +251-91-1448337 P.O.Box 14570 Website/Email: axumtibeb@yahoo.com    web:-www.axum-tibeb.com"
Axum Pharmacy,Pharmacy Working Hour: 24Hour Open  City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Mexico Kebele: 10 Direction: Around Wabi Shebele Hotel   Building:   Branch:   Flat: Phone: 251-11-5151350 P.O.Box 40038
Axum Enjera,Enjera Shop Service City: Addis Ababa City  Kifle Ketema: Akaki Kality  Sefer: Kality Kebele: 01/03 Direction: Around Kadisco   Building:   Branch:   Flat: Phone: +251-91-1212049   +251-92-6709090
Axum Green Line Trading,Chemical Shop City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Bole Kebele: 01 Direction: Around Sheger Building   Building:   Branch:   Flat: Phone: +251-11-6183087 Fax: +251-11-2751555 Website/Email: axum@ethionet.et
