branch,city,kifle_ketema,direction,building,flat,phone,name
,Addis Ababa City,Yeka,Adwa Deldiy Kebele: 01/02,Around Edna Addis Hotel,,+251-11-5524294,FSCE(Forum on Sustainable Child Empowerment )
,Addis Ababa City,Yeka,Adwa Deldiy Kebele: 01/02,In front of Mosque   House No.: 999999,,+251-91-1231102    +251-11-6514345,Birhanu Ashebir Construction
,Addis Ababa City,Yeka,Adwa Deldiy Kebele: 01/02,In front of Mosque,,+251-91-1671052,Ayfas Construction P.L.C
,Addis Ababa City,Yeka,Adwa Deldiy Kebele: 01/02,In front of Police Station   House No.: 999999,,+251-91-1481092,Seid Ebrahim Construction
,Addis Ababa City,Yeka,Adwa Deldiy Kebele: 01/02,Around Adewa Dildiy Akababi,,+251-91-2172941,Teddy Used House & Office Sale
,Addis Ababa City,Gulele,Entoto Kebele: 19/20/21,Inside Entoto mariam Church,,+251-11-1380037/38 Fax: +251-11-1380039 P.O.Box 9307,Entoto St.Mary Atse Minilik & Ethege Taitu's Memoriyal Musium & Palace
,Addis Ababa City,Yeka,Kotebe Kebele: 01/02,Around Wossen Grocery,,+251-93-0077525/26   +251-91-1687524,Yirgalem Real Estate
,Hawasa City,Hawassa,Menaharia Kebele: -,Near Alefe Health Science College,,+251-46-2201602,Yirgalem Construction P.L.C
,Alaba Kulitu City,Alaba Kulitu,Gebeyaw Kebele: 01,Near Hasen Hotel,,+251-91-1939017,Fre Ethiopian Wetatoch Mahber
,Alaba Kulitu City,Alaba Kulitu,Sera Adarash Kebele: 01,Around Alaba Wereda Office,,+251-46-5561471   +251-92-0988432,Halaba People Development Association
,Alamata City,Alamata,korem Meucha Kebele: 04,To the road korem or Gerkashu road,,+251-34-7741230   +251-91-1600160,Meaza Hotel
,Alamata City,Alamata,02 kebele Kebele: 04,Around Wegagen Bank,,+251-34-7741236,Selam Twuld adin HIV Postive Association Tigray
,Asebe Teferi City,Chiro,04 keble Kebele: 01,Inside Zone Health Center,,+251-91-0978234,Beza Lewogen People Living With Hiv Aids Association
,Asebe Teferi City,Chiro,Hospital Kebele: 01,Next To Chiro Hospital,,+251-25-5511610 Fax: +251-25-5510182,Oda Bultum University
,Mizan Tepi City,Mizan Tepi,Menaharia Kebele: _,In front of Fisum Hotel,,+251-47-3355177,Berhan Hotel
,Mizan Tepi City,Mizan Tepi,Borsa Kebele: _,Around Green Cafe,,+251-47-3351577,Line Up Hotel
,Teppi City,Teppi,Menaharia Kebele: 02,Around Shenga university,,251-47-3360128   251-47-3351472   251-47-3129906 Fax: 251-47-3360334,Mizan Tepi University
,Durame City,Durame,Mekir bete Kebele: -,Inside Old Holt NGO Office,,+251-91-3295359,Addis Alem Children Relife Association
,Assosa City,Assosa,Tele Kebele: -,In front of Ethiopia Neged Bank,,+251-57-7750113   +251-57-7750002/04   +251-57-7751747 Fax: +251-57-7750622 P.O.Box 23   115,B/G/R/S/ Assosa Zone Adminstration
,Assosa City,Assosa,Mazegaja Kebele: 02,Near City Administration,,+251-91-1853204,Assosa Environmental Protection Association
,Assosa City,Assosa,Banbu Kebele: -,Behind Banbu Paradise Hotel,,+251-57-7750172   +251-57-7750334 Fax: +251-57-7750980 P.O.Box 22,B/G/R/S/ Justice Office
,Assosa City,Assosa,Banbu Kebele: -,Near Banbu Kerkeha Fabrika,,+251-57-7750104   +251-57-7750873 Fax: +251-57-7741995   +251-57-7750286,B/G/R/S/ Government Communication Affairs Office
,Assosa City,Assosa,Banbu Kebele: -,Behind Banbu Hotel,,+251-57-7750889,B/G/R/S/ Minish Office
,Assosa City,Assosa,Banbu Kebele: -,Behind Banbu hotel,,+251-57-7750137,B/G/R/S/ Prision Adminstration Office
,Assosa City,Assosa,Mariam Kebele: -,Inside State Council office,,+251-57-7750119   +251-57-7752863   +251-57-7750446   +251-57-7750735 Fax: +251-57-7753109 P.O.Box 66,B/G/R/S/ Capacity Building and Civil Service Office
,Assosa City,Assosa,Mariam Kebele: -,Near to Civil Service Office,,+251-57-7752087   +251-57-7750981 Fax: +251-57-7750060 P.O.Box 55,"B/G/R/S/ Water ,Mines and Energy Resource Development Office"
,Assosa City,Assosa,Mariam Kebele: -,In front of Kiamed Collage,,+251-57-7750203,B/G/R/S/ Office of Auditor General State
,Assosa City,Assosa,Mariam Kebele: -,In front of Zemnawi Hotel,,+251-57-7751647,Boro Shinasha Development Association (BORO-SDA)
,Assosa City,Assosa,Mariam Kebele: -,Near Water Supplier Office,,+251-91-1819285,Berhan Yewlaj Alba HIV Vires Bedemachew Yalebachew Wegenoch Mahber
,Assosa City,Assosa,Mariam Kebele: -,In Front of Temamafok,,+251-57-7750684   +251-93-0011992,Belandana Hotel
,Assosa City,Assosa,- Kebele: -,In front of Region Television Station,,+251-57-7750109 Fax: +251-57-7750841 P.O.Box 44 Website/Email: bgrsatc@ethionet.et,Benshangul Gumuz Regional state
,Assosa City,Assosa,- Kebele: -,After 100m From State Councle,,+251-57-7752949   +251-57-7750167   +251-57-7750342 Fax: +251-57-7750062 P.O.Box 61,B/G/R/S/ Health Office
,Assosa City,Assosa,- Kebele: -,Near Betemengst,,+251-57-7750175   +251-57-7752237 Fax: +251-57-7751727 P.O.Box 52,B/G/R/S/ Supreme Court
,Assosa City,Assosa,- Kebele: -,In front of Health Office,,+251-57-7750907   +251-57-7750432 Fax: +251-57-7751095 P.O.Box 64,B/G/R/S/ Education Office
,Assosa City,Assosa,Mazegaja Kebele: -,Near to State Adminstor Office on Left Side,,+251-57-7750211,B/G/R/S/ Finance and Economy Office
,Assosa City,Assosa,Mazegaja Kebele: -,Near Mazegaja Hall,,+251-57-7750150,B/G/R/S/ Agriculture and Rural Development Office
,Assosa City,Assosa,Mazegaja Kebele: -,In front of Peacock,,+251-57-7751907   +251-57-7751955 Fax: +251-57-7752421,B/G/R/S/ Ethics and AntiCourruption Commission
,Assosa City,Assosa,Mazegaja Kebele: -,Around Civil Service Compound,,+251-57-7751292   +251-57-7752022 Fax: +251-57-7751027 P.O.Box 218 Website/Email: temesgen.bgbcb@yahoo.com,"B/G/R/S/ Environmental Protection ,Land Administration and Use Office"
,Assosa City,Assosa,Mazegaja Kebele: -,Behind Zemenawi Hotel,,+251-57-7750691   +251-57-7750898   +251-57-7751978 Fax: +251-57-7751027,B/G/R/S/ Cooperative Promotion Office
,Assosa City,Assosa,Mazegaja Kebele: -,In front of Assosa Adminstration Office,,+251-57-7750641,B/G/R/S/ Revenue and Custom
,Assosa City,Assosa,Mazegaja Kebele: 02,Near Saint Michael Photo Studio,,+251-91-3086036,Semayawiw Hotel
,Assosa City,Assosa,Mazegaja Kebele: -,Around Wenbera Tena Tabiya,,+251-92-0501828,Wember Bruh Tesfa Bego Adragot Mahiber
,Assosa City,Assosa,Mazegaja Kebele: -,Around Mestedadr,,+251-92-1572039,Sole Hiwot Tesfa People Living With HIV Association
,Assosa City,Assosa,Mazegaja Kebele: 02,Around Assosa Adminstration Office   House No.: 999999,,+251-57-7750093,Benshangul Region Police Commission
,Assosa City,Assosa,Gebrel Kebele: -,Around Police Commission on Left Side,,+251-57-7750128   +251-57-7750910/35 Fax: +251-57-7750271   +251-57-7750353 P.O.Box 120 Website/Email: bg-inves@yahoo.com,B/G/R/S/ Investment Office
,Assosa City,Assosa,Gebrel Kebele: -,Around yedero musium,,+251-57-7750845,B/G/R/S/ Tourism and Culture Office
,Assosa City,Assosa,Gebrel Kebele: 02,Near Police Commission,,+251-91-1712706 Website/Email: cordngo@gmail.com,Charitable Organaziation Relif and Development
,Assosa City,Assosa,Menahria Kebele: 02,Near Family Hotel,,+251-57-7750152,Equatorial Hotel
,Assosa City,Assosa,Menahria Kebele: -,Aroun Medhanialem Church,,+251-91-1058315,Charitable Organization for Relf and Development
,Assosa City,Assosa,Total Kebele: 02,In front of Total Gas Station,,+251-57-7751068,Nekemt Ber Hotel
,Assosa City,Assosa,Total Kebele: 02,Near Mebrat Hail,,+251-91-1808725,Warka Hotel
,Assosa City,Assosa,Total Kebele: -,Near Medhin Dergit,,+251-57-7752923,Bamboo Paradise Hotel
,Assosa City,Assosa,Chaina Camp Kebele: -,Around Chaina Camp,,+251-57-7750768   +251-57-7760956,Asosa University
,Harari City,Harari,Alemaya University Kebele: 14,Near Emad Hospital,,+251-25-6665137,Heritage Plaza Hotel
,Sululta City,Sululeta,Mizan Kebele: -,Around Oromia Bank,,+251-91-9454645   +251-92-4900000,Tsenageb Lodge
,Addis Ababa City,Kirkos,Meskel Flower Kebele: 02/03,Near Meskel Flower Hotel,,+251-11-4663487,Teferi Genana
,Addis Ababa City,Ledeta,Teklehaymanot Kebele: 01/18,Behind Teklehaymanot Church,7 no 6,251-11-6540054   251-91-1222550,Mizan Consultant and Accounting Service
,Addis Ababa City,Akaki Kality,Kality Kebele: 01/03,Around Akaki Kality Sub City,,+251-11-4393640,Teferi Yirga Haile
,Addis Ababa City,Kolfe Keranyo,Betel Kebele: 01/05,Around Mulualem Grocery,,+251-93-2500380,Teferi Tsegaye Constraction
,Addis Ababa City,Yeka,Kotebe Kebele: 01/02,Around Cara,,+251-91-2199975,Fikeramanuel Teferi Construction
,Addis Ababa City,Kirkos,Meskel Flower Kebele: 01/19,Infront of Dereamliner Hotel,4th floor,+251-11-4671899   +251-11-4700288,Tesfaye Teferi Company
,Addis Ababa City,Bole,Gurd shola Kebele: 12/13,Near Gured shola Tele,2nd Floor,+251-91-1203998    +251-11-6479895,Teferi Seyoum Construction
,Addis Ababa City,Kirkos,Mexico Kebele: 10,Around Shwa Bakery,1st Floor,+251-11-5545455   +251-91-1611561,Teferi Kebede Coustoms Clearing
,Addis Ababa City,Ledeta,Goma Kutba Kebele: 07/14,In front of Tikur Anbessa Hospital,,+251-91-1432689,Mizan G/Medhin Electric Equipment Shop
,Addis Ababa City,Yeka,Gured Shola Kebele: 01/02,In front of Agriculture Minister,,+251-93-2250106   +251-91-3168506,Yosef Teferi Generl Machinery Maintenance
,Addis Ababa City,Kirkos,Mexico Kebele: 01/19,Near Tele Bar,1st Floor,+251-93-0105313   +251-93-1313660,Daniel Teferi Electronics & Building Materials Shop
,Dembi Dollo City,Dembi Dollo,Post Office Kebele: 01,Around Commercial Bank of Ethiopia,,+251-57-5552583/91,Dembi Dolo University
,Addis Ababa City,Kolfe Keranyo,Kebele: 01/05,Near Anwar Mesjide   House No.: 999999,,+251-57-5552236,Denbi Jiregna Charities
,Addis Ababa City,Bole,Jakros Kebele: 01,In Front of Robera Coffee,,+251-11-6460742,Aleta Land Coffee P.L.C
,Mettu City,Mettu,Shena Hotel Kebele: 01,Around Oromia International Bank,,+251-91-1175582   +251-91-2990262,Metu University
,Hurmu City,Hurmu,Metu Mewucha Kebele: -,Around Hultegna Derja School,,+251-47-4460002,Hurumu School
,Motta City,Motta,Menaharia Kebele: 02,In frot of Bus Station,,+251-58-6611192,Mota School
,Motta City,Motta,02 Kebele Kebele: 02,Behind Mesendo School,,+251-58-6610018,Mota Praimary School
,Finote Selam City,Finote Selam,Tele Kebele: -,In front of Tele,,+251-58-7750009,Nesuhe Hotel
,Finote Selam City,Finote Selam,Menaharia Kebele: 02,Behind Menahria,,+251-58-7751111,Damot Hotel
,Finote Selam City,Finote Selam,Meberta hile Kebele: -,Around Meberat Haiel,,+251-58-7750829,Damot School
,Finote Selam City,Finote Selam,Fired bet Kebele: -,Near Beata Church,,+251-58-2230017,Kebele 01 School
,Mkane Selam City,Mekane Selam,Piassa Kebele: 02,Around Administration Office,,+251-33-2200654   +251-91-4060866,Tilla Borena Living With HIV Rehabilitation and Reintegration Association
,Addis Ababa City,Bole,Bole Medhanealem Kebele: 01,In front You Go City Church,4th Floor no.405,+251-92-3274680   +251-91-6581597,Teshome Guda Natural Sping
,Addis Ababa City,Kolfe Keranyo,Torehayeloch Kebele: 01/05,Around Awgusta Factory,,251-93-7990287,Finote Health Center
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Inside Berhanena Selam Printing,,+251-11-1553233,Berhanena Selam Printing Enterprise Technology College
,Addis Ababa City,Kolfe Keranyo,Sefer Selam Kebele: 01/05,Near Nigussu Turufi Building,,+251-11-2751497 Fax: +251-11-2756338,Tanashu Sole and Plastic Factory
,Addis Ababa City,Kolfe Keranyo,Sefer Selam Kebele: 01/05,Infront of Yetebaberut Gas Station,,+251-93-5402078   +251-93-0099067   +251-11-2735100,Ethio-Tebib Hospital
,Addis Ababa City,Addis Ketema,Sefere Selam Kebele: 01/02/03,In front of Ethio-Tebib Hospital,,+251-91-1002492    +251-91-7164037,Fikadu Law Firm
,Addis Ababa City,Addis Ketema,Sefere Selam Kebele: 16/17,Near Keftegna 7 Technical and Vocational Traninig School,,251-11-2781020   251-91-1676346 Fax: 251-11-2781166,Awaley General Trading P.L.C
,Addis Ababa City,Addis Ketema,Sefere Selam Kebele: 13/15,In front of Rimo Building,,+251-91-1628255,Afeta Radio Programm
,Addis Ababa City,Addis Ketema,Sefere Selam Kebele: 01/02/03,Near Nugusu Tulu Bulding,,+251-11-2783827,Yanet Health Scienece Collage
,Addis Ababa City,Addis Ketema,Sefere Selam Kebele: 01/02/03,Near Ethio-Tebib Hospital Inside Walta S.c Building,,+251-91-1405687   +251-91-2614333   +251-91-1223506,Guo Peiyun Sanitery Manufacturing
,Addis Ababa City,Addis Ketema,Sefere Selam Kebele: 01/02/03,In Front of Rimo Building,,+251-91-1793286,Sem Security and Human Resource Services P.L.C
,Hawasa City,Hawassa,Sefer Selam Kebele: 04,Near Tobor Mekan Eyesus Condominium,,251-46-2204579,Addis Hiwot Pharmacy
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Around Hawassa university,,+251-46-2209166,S/N/N/P/R/S Office of President
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Behind Gebrel Church,,+251-46-2209468   +251-46-2211675   +251-46-2209239 Website/Email: southrevennue@yahoo.com    www.snnprsrevennue.gov.et,S/N/N/P/R/S Revenue Autority
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Around Mekn Eyesus Church,,+251-46-2202203,Ineseni Buliding Material Shop
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Behind Atote Hotel,,+251-46-2209033   +251-91-6823038,Light Source of Development Association
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Around Abem Clinic,,+251-91-1600192,Hula Building Material
,Hawasa City,Hawassa,Sefer Selam Kebele: 01,Near Construction Bank,,+251-91-6825081,Yichalal Shoes & Leather Products P.L.C
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Around d/r Mulat Clinic,,+251-91-6828904,Deresa Grocery
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Infront of Haylemaryam Building,,+251-91-6828124,Derese Tailory
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Around Commercial Bank Sefera Selam Branch,,+251-91-6822858,Mesfin General Contractor
,Hawasa City,Hawassa,Sefer Selam Kebele: -,Around Condominium,,+251-91-6825092,Yordanos Hotel
,Addis Ababa City,Addis Ketema,Merkato Kebele: 01/02/03,In front of Amede Gebeya,,+251-11-2757558   +251-91-1233713 P.O.Box 21293,Selam Leather
,Addis Ababa City,Addis Ketema,Teklehaimanot Kebele: 01/02/03,In front of Old Tekelhaymanot Clinic,,+251-11-1113153,Selam Clinic
,Addis Ababa City,Ledeta,Mexico Kebele: 09/10,In front of Total,,251-11-5151850,Selam Cafe
,Addis Ababa City,Nefassilk Lafto,Yosef Church Kebele: 01,Near Buna Bord,,+251-11-4423544,Selam Academy
,Addis Ababa City,Addis Ketema,Sebategna Kebele: 08/09/18,In front of Dire Building,,251-91-1106920,Selam Gymnasium
,Alem Gena City,Alem Gena,Alem Gena Kebele: 02,Alem Gena In Front Of St Michael church,,+251-91-5995345   +251-91-1851405,Selam Grocery
,Addis Ababa City,Ledeta,Amestegen Polic Station Kebele: 01/18,Around Beg Tera,,+251-96-7413122,Selam Bakery
,Addis Ababa City,Kirkos,Olympia Kebele: 01/19,In front of New York Cafe and Restaurant,,251-91-1686818 P.O.Box 130066,Selam Vision
,Addis Ababa City,Addis Ketema,Merkato Kebele: 01/02/03,Around Bomb tera,,251-11-6521919   251-91-2128944,Selam Business
,Addis Ababa City,Bole,Hayhulet Mazoria Kebele: 03/05,Near Segen Hotel,7th Floor,+251-91-1661514,Selam Ngo
,Addis Ababa City,Bole,Hayhulet Mazoria Kebele: 03/05,Near Segen Hotel,7th Floor,+251-11-6621323   +251-91-2213390,Selam Ethiopia
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Near Berhanena Selam Printing,,+251-91-1234441,Paulos Tesema Attorney Consultancy Office
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,In Front of Berhanena Selam Printing,,+251-91-1245704   +251-91-1415106,Zelalem Printing & Advertising
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Near Berhanena Selam Printing Press,,+251-11-1566579,Edmealem Ejigu Import & Export
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Infront Of Birhan And Selam Printing,,+251-91-1799909   +251-93-0481615 Website/Email: habtechhoff@gmail.com    movetravelagency@gmail.com,Move Trading P.L.C
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Infront of Berhanena Selam Matemia,,251-11-6620306   251-91-1146056,Hareg Printing
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Infront of Berhanena Selam Matemia,Ground Floor,+251-91-1204081 P.O.Box 229 Website/Email: astachew33@yahoo.com,Atronos Tour and Travel
,Addis Ababa City,Ledeta,Teklehaymanot Kebele: 01/18,Aseb Hotel to Tewodros Adebabay Road Around Condominium,,+251-11-1552218,Selam Tekelehaymanot Higher Clinic
,Addis Ababa City,Bole,Gerji Kebele: 11,In front of Roba Bakery,,+251-11-6291745,Selam Higher Clinic
,Addis Ababa City,Nefassilk Lafto,Gotera Kebele: 10/18,Near Abonegn Building,,+251-11-4432006,Meseret Selam Pharmacy
,Addis Ababa City,Addis Ketema,Merkato Kebele: 10/11/12,In front of Amedye gebeya,,251-11-2750546,Selam Leather Product
,Addis Ababa City,Addis Ketema,Merkato Kebele: 10/11/12,In front of Tana Gebeya,,251-11-3480585 Fax: 251-11-3480581,Bisrat Selam Fom
,Addis Ababa City,Addis Ketema,Autobis Tera Kebele: 01/02/03,Near to Tranzit Hotel,,+251-11-2135468   +251-11-3483588   +251-91-1630369 P.O.Box 57837,Selam Beauty Seganet School
,Addis Ababa City,Arada,Piassa Kebele: 10,In front of Ager Fikir Theater,,251-11-6550163,Selam Car Rental
,Addis Ababa City,Bole,Atlas Kebele: 03/05,Around Atlas Hotel,,251-11-6637076   251-11-6510211   251-91-1203384 Fax: 251-11-6625522 P.O.Box 9493,Selam E.M P.L.C
,Addis Ababa City,Bole,CMC Kebele: 01,Behind Police Station,,+251-11-6465247,Fikre Selam Higher Clinc
,Addis Ababa City,Yeka,Kotebe Kebele: 11/12,Around Hana Mariam Church,,+251-91-1621022   +251-11-6462942 Fax: +251-11-6463479,Selam Childern Village
,Addis Ababa City,Yeka,Kotebe Kebele: 11/12,Around Hanna Mariam Church,,251-11-6462942 Fax: 251-11-6463479,Selam Technical and Vocational College
,Addis Ababa City,Yeka,Kotebe Kebele: 01/02,Around Hill Side School,,+251-11-6458152,Selam Village School
,Addis Ababa City,Kirkos,Bulgariya Kebele: 01/19,Around Noc Gas Station,,+251-11-4168641,Selam Middle Clinic
,Addis Ababa City,Gulele,Paulos Hospital Kebele: 01/02,Behind Paulos Hospital,,+251-11-2593900,Selam Health Center
,Addis Ababa City,Akaki Kality,Akaki Kebele: 01/03,Neaar Tele,,+251-11-4341913,Selam Fere School
,Addis Ababa City,Arada,Sebara Babur Kebele: 06,Around Wegagen Bank,,251-11-1564828   251-11-1574299   251-91-1204313 P.O.Box 21399,Selam Stationary Importer and Supplier
,Hawasa City,Hawassa,Piassa Kebele: 01,Near Tina Hotel,,+251-46-2201799,Kifre Selam Hotel
,Sekota City,Sekota,Adebabay Kebele: 01,Around Teferahaylu Metasebiya Hospital,,+251-33-4400740,Fre Selam Charitable Association
,Addis Ababa City,Addis Ketema,Amanuel Kebele: 06/07,Near Radical School,,251-11-2132493,Berhanena Selam Primary School
,Addis Ababa City,Nefassilk Lafto,Kore Kebele: 16/17,Around Kore Sefer,,251-11-3210918 Fax: 251-11-3214231,Selam Medical Care P.L.C
,Addis Ababa City,Nefassilk Lafto,Kore Kebele: 01,In front of Condominyem House,,+251-11-3210918,Selam Health Care P.L.C
,Addis Ababa City,Nefassilk Lafto,Kore Kebele: 01,Around 66.no Bus Station,,+251-11-3481328,Selam Medium Clinic
,Addis Ababa City,Yeka,Shola Gebeya Kebele: 01/02,Around England Embassy,,+251-91-1366273,Selam Dental Clinic
,Addis Ababa City,Nefassilk Lafto,Hanna Mariam Kebele: 01,In Front of Alem Genet Corrugated Sheet Factory Near Oilbiya Gas Station,,+251-11-8114155   +251-93-0105322,Selam Afework Private Transport
,Addis Ababa City,Kirkos,Olympia Kebele: 04,In front of Ice blue restaurant,2nd Floor,+251-11-5530489   +251-11-5536488 Website/Email: sconselt@ethionet.et,Selam Development Consultancy
,Addis Ababa City,Bole,Bole Deldiy Kebele: 14/15,Around Bole Deldiy,,251-11-6632887,Selam Travel Inc
,Addis Ababa City,Bole,Wuha-lemat Kebele: 11,Near Imprial Hotel,,+251-11-6296605   +251-11-6626606   +251-11-8602828   +251-11-6298203 Fax: +251-11-6298233 P.O.Box 30208 Website/Email: selamtravel@ethionet.et    selamtour@gmail.com    info@selamtravelethiopia.com    web:-www.selamtravelethiopia.com,Selam International Travel and Tourist
,Addis Ababa City,Arada,Atkelt Tera Kebele: 13/14,Around Biss Meberat,1003,251-11-2765117   251-91-1217015 Fax: 251-11-1579821 Website/Email: selambgrt@yahoo.com    selamb@ethionet.et,Selam Business Group P.L.C
